Unnamed: 0,DATE,PRODUCT_ID,SELLING_PRICE,COST_PRICE,COMPETITOR_PRICE,SALES,IS_PROMOTION,QUANTITY,CATEGORY,SUBCATEGORY,BRAND,PRODUCT_NAME,DAY_OF_WEEK,MONTH,SEASON,IS_HOLIDAY,IS_WEEKEND,Day_of_Week,Month,7_day_rolling_avg_quantity,1_day_lag_quantity,7_day_lag_quantity,Price_Above_Competitor,Price_Below_Competitor,Days_Since_Last_Promotion,Competitor_Price_Change,Selling_Price_Daily_Change,Profit_Margin,Projected Selling Price,Projected Sales
10,2024-08-01,11,319.4628386,230.8964066,302.7629298,561615.6703,0,48,Frozen,Ice Cream,ChillFactor,ChillFactor Velvety Sundae,Friday,March,Spring,0,0,4,3,58.285714285714285,45.0,70.0,1,0,0.0,-9.570483200000012,-18.0396245,88.56643199999999,319.553247160325,528388.4776331135
11,2024-08-01,12,441.5514554,328.9420123,467.7876111,745780.4082,0,980,Snacks,Nuts,CrunchTime,CrunchTime Spicy Cluster,Friday,March,Spring,0,0,4,3,923.7142857142856,1055.0,941.0,0,1,0.0,19.327514800000017,5.562015299999985,112.60944310000002,447.50716021299246,688779.9781491762
12,2024-08-01,13,322.0765477,171.5266766,319.6112913,918884.3905,0,680,Meat,Chicken,SavorSelect,SavorSelect Premium Breast,Friday,March,Spring,0,0,4,3,1047.571428571429,1037.0,1201.0,1,0,0.0,-23.091320699999983,1.2644149000000198,150.5498711,338.2746230448538,744423.4818092068
13,2024-08-01,14,427.9812468,192.8665799,391.3424828,733131.8757,0,95,Cereals,Granola,DayStart,DayStart Crunchy Bites,Friday,March,Spring,0,0,4,3,123.71428571428572,90.0,155.0,1,0,0.0,-54.38583159999996,-20.815407800000003,235.1146669,407.1760340354056,975921.2072029148
14,2024-08-01,15,360.8401888,242.103019,370.8999631,234906.9629,0,827,Frozen,Frozen Pizza,ChillFactor,ChillFactor Chilly Pizza,Friday,March,Spring,0,0,4,3,717.2857142857143,791.0,755.0,0,1,0.0,-10.813008700000012,-8.619097099999976,118.73716980000005,352.0900000720412,289826.0780082112
15,2024-08-01,16,66.87068545,33.83023176,63.20302001,153869.4472,0,718,Snacks,Chips,SnackSphere,SnackSphere Sweet Wedges,Friday,March,Spring,0,0,4,3,943.7142857142856,598.0,1037.0,1,0,0.0,-0.8793737499999992,0.3444363899999985,33.04045369,68.55481718425631,109833.12508631816
16,2024-08-01,17,466.1007771,266.3221029,438.5652219,1115845.26,0,761,Snacks,Chips,CrunchTime,CrunchTime Zesty Crisps,Friday,March,Spring,0,0,4,3,1209.571428571429,810.0,1135.0,1,0,0.0,14.67507280000001,6.304273000000023,199.7786742,456.3679849429317,1297216.353371726
17,2024-08-01,18,42.99284128,37.25450397,44.08719119,167801.0595,0,367,Meat,Fish,PrimeCut,PrimeCut Premium Steaks,Friday,March,Spring,0,0,4,3,400.4285714285714,374.0,227.0,0,1,0.0,-1.437956640000003,0.0438223399999984,5.738337309999999,43.3791743956587,135812.97503397404
18,2024-08-01,19,265.9391783,149.1019011,273.5034919,51326.26142,0,1035,Dairy,Cheese,CreamyPath,CreamyPath Premium Spread,Friday,March,Spring,0,0,4,3,917.8571428571428,733.0,687.0,0,1,0.0,-1.0802031000000056,-18.92519870000001,116.8372772,264.6715531215834,72291.95783137766
19,2024-08-01,20,79.35062337,49.96738346,84.7901307,34755.57303,0,917,Frozen,Frozen Vegetables,ChillFactor,ChillFactor Cold Broccoli,Friday,March,Spring,0,0,4,3,770.2857142857143,512.0,543.0,0,1,0.0,7.097079550000004,-0.5670602900000006,29.38323991,83.12624993148818,28815.635406844787
20,2024-08-01,21,15.47998857,7.51303716,16.48296139,40340.85021,0,1218,Cereals,Corn Flakes,SunriseBites,SunriseBites Multi-Grain Crunch,Friday,March,Spring,0,0,4,3,1242.571428571429,1266.0,725.0,0,1,0.0,-0.4217036000000007,-0.6370259800000007,7.96695141,16.90535844815884,29429.626467189715
21,2024-08-01,22,217.0715319,182.3431977,211.5035921,995924.1885,0,40,Cleaning,Wipes,SparkleClean,SparkleClean Power Wipe,Friday,March,Spring,0,0,4,3,56.71428571428572,40.0,43.0,1,0,0.0,5.939621399999993,-2.9514856000000123,34.728334200000006,216.3025690654713,1383007.0331220329
22,2024-08-01,23,151.6684327,109.1571502,139.2224203,185642.1617,0,247,Frozen,Frozen Vegetables,PolarTaste,PolarTaste Cold Corns,Friday,March,Spring,0,0,4,3,382.2857142857143,413.0,230.0,1,0,0.0,-20.7668459,-4.159560299999981,42.51128250000001,152.96116680236474,171785.8661529293
23,2024-08-01,24,238.8906967,168.5322566,248.4914047,301480.0592,0,157,Frozen,Frozen Vegetables,ChillFactor,ChillFactor Creamy Corns,Friday,March,Spring,0,0,4,3,151.42857142857142,100.0,153.0,0,1,0.0,4.963365299999992,-7.246348100000006,70.3584401,235.02782772039265,377862.3447163663
24,2024-08-01,25,300.6054682,223.1806114,295.5011154,721753.7292,0,489,Personal Care,Toothpaste,EssencePure,EssencePure Balancing Polish,Friday,March,Spring,0,0,4,3,512.8571428571429,472.0,409.0,1,0,0.0,14.00551539999998,7.997176500000023,77.42485680000001,309.3336231124507,555716.3399092025
25,2024-08-01,26,31.50728635,19.68175194,28.54118077,156717.2423,0,302,Personal Care,Toothpaste,EssencePure,EssencePure Gentle Polish,Friday,March,Spring,0,0,4,3,418.8571428571428,545.0,455.0,1,0,0.0,-3.95952969,1.3936798699999997,11.82553441,30.90334448190445,202550.08704796268
26,2024-08-01,27,71.1240587,30.39263306,78.07227734,58037.2319,0,52,Cereals,Corn Flakes,SunriseBites,SunriseBites Crunchy Munch,Friday,March,Spring,0,0,4,3,37.0,33.0,48.0,0,1,0.0,15.30110285,3.55419336,40.731425640000005,78.8253953742936,43587.65046580833
27,2024-08-01,28,274.9243496,181.8725081,281.9948733,412936.373,0,247,Cleaning,Detergents,ShineGuard,ShineGuard Power Sheets,Friday,March,Spring,0,0,4,3,257.57142857142856,252.0,227.0,0,1,0.0,-4.336244899999997,1.273819900000035,93.05184150000002,275.5703917581169,293288.12487050955
28,2024-08-01,29,178.7828106,134.2483725,168.6465544,428899.9626,0,462,Meat,Fish,PrimeCut,PrimeCut Premium Portions,Friday,March,Spring,0,0,4,3,572.7142857142857,679.0,696.0,1,0,0.0,-23.6328393,-2.459271000000001,44.53443810000002,178.77794576802043,620874.9570122664
29,2024-08-01,30,374.8006669,210.7913741,405.3841478,333572.5935,0,207,Beverages,Soft Drinks,HydraSip,HydraSip Crisp Lemonade,Friday,March,Spring,0,0,4,3,181.0,186.0,188.0,0,1,0.0,45.29922049999999,23.44088490000001,164.0092928,391.27710558141,245176.84377678548
30,2024-08-01,31,326.4275085,213.4902217,344.8351223,321204.6684,0,955,Cereals,Corn Flakes,MorningCrunch,MorningCrunch Crunchy Puffs,Friday,March,Spring,0,0,4,3,872.7142857142857,526.0,626.0,0,1,0.0,56.33678710000004,7.295179099999984,112.93728679999998,324.56367928056187,413206.39855915325
31,2024-08-01,32,414.0502806,192.3924454,410.6681587,204540.8386,0,356,Meat,Chicken,FreshFare,FreshFare Premium Thighs,Friday,March,Spring,0,0,4,3,514.1428571428571,555.0,347.0,1,0,0.0,-61.83794219999999,-17.226496899999972,221.6578352,433.1149870243124,157537.87774745474
32,2024-08-01,33,345.8349315,206.4500759,349.1567041,935137.6547,0,688,Personal Care,Soap,FreshAura,FreshAura Soothing Sheet,Friday,March,Spring,0,0,4,3,646.0,671.0,403.0,0,1,0.0,-29.399659199999974,-3.82551810000001,139.38485559999998,335.3036758701286,1088876.9074607897
33,2024-08-01,34,211.9687223,107.9916898,231.9568704,492191.3731,0,648,Meat,Beef,FreshFare,FreshFare Premium Ribs,Friday,March,Spring,0,0,4,3,491.8571428571428,381.0,638.0,0,1,0.0,14.181610800000016,-10.317662600000006,103.9770325,219.11144750971872,404965.7112059322
34,2024-08-01,35,342.0013146,155.0191724,345.0702563,507187.9495,0,76,Meat,Beef,PrimeCut,PrimeCut Premium Roast,Friday,March,Spring,0,0,4,3,63.85714285714285,45.0,72.0,0,1,0.0,17.249006199999997,-7.388187099999982,186.9821422,325.7421586558536,596740.66653214
35,2024-08-01,36,142.3375014,129.3250091,150.2781525,80278.35081,0,978,Snacks,Nuts,CrunchTime,CrunchTime Crunchy Selection,Friday,March,Spring,0,0,4,3,738.0,514.0,515.0,0,1,0.0,13.4467176,-8.226995700000003,13.01249230000002,148.32967054843954,71520.30739727996
36,2024-08-01,37,166.8828387,87.47988982,174.059538,380826.6379,0,228,Meat,Beef,PrimeCut,PrimeCut Premium Ground,Friday,March,Spring,0,0,4,3,217.57142857142856,139.0,220.0,0,1,0.0,19.70710450000001,7.271463600000004,79.40294888000001,166.89616285716082,269223.32052934373
37,2024-08-01,38,381.5450665,296.7866321,368.1448185,896630.9063,0,294,Frozen,Ice Cream,ChillFactor,ChillFactor Chilly Treat,Friday,March,Spring,0,0,4,3,517.0,508.0,274.0,1,0,0.0,-15.967794000000026,0.786952900000017,84.7584344,385.46572915610494,767821.7188216705
38,2024-08-01,39,227.3691872,142.5637083,243.5904967,239874.4925,0,1028,Cleaning,Detergents,SparkleClean,SparkleClean Total Liquid,Friday,March,Spring,0,0,4,3,931.5714285714286,942.0,609.0,0,1,0.0,10.32784429999998,2.2083039999999983,84.8054789,230.3076491416608,175177.96788647314
39,2024-08-01,40,382.9133062,319.7186397,413.8931683,1803904.586,0,781,Beverages,Juices,RefreshFlow,RefreshFlow Bold Blend,Friday,March,Spring,0,0,4,3,909.1428571428572,892.0,783.0,0,1,0.0,-26.24573240000001,-19.82396269999998,63.19466650000004,398.4517632291556,1444271.4849280908
40,2024-08-01,41,424.6997621,301.9248776,427.3031852,1137345.963,0,727,Meat,Chicken,FreshFare,FreshFare Premium Thighs,Friday,March,Spring,0,0,4,3,652.8571428571429,746.0,445.0,0,1,0.0,24.100775,29.923815100000013,122.77488449999998,412.946489639598,1286714.183735776
41,2024-08-01,42,449.0460114,436.3956018,448.512711,1394736.912,0,267,Beverages,Water,RefreshFlow,RefreshFlow Zesty Mineral,Friday,March,Spring,0,0,4,3,333.42857142857144,251.0,428.0,1,0,0.0,13.022278700000015,2.428110600000025,12.650409599999987,461.8146183858681,1191428.2478949165
42,2024-08-01,43,445.1263327,164.9860217,417.8577127,265295.2943,0,789,Cleaning,Wipes,SparkleClean,SparkleClean Power Sponge,Friday,March,Spring,0,0,4,3,1105.857142857143,831.0,702.0,1,0,0.0,-29.003421000000003,-18.54727840000004,280.140311,439.81661491099095,334728.49720200314
43,2024-08-01,44,211.784383,164.1948249,199.7489899,127070.6298,0,251,Meat,Fish,FreshFare,FreshFare Premium Snack,Friday,March,Spring,0,0,4,3,301.0,271.0,424.0,1,0,0.0,-15.723838400000004,-11.072689300000008,47.589558100000005,209.82031932834053,165384.37056483896
44,2024-08-01,45,159.2082614,103.4491049,146.9142213,206970.7398,0,319,Beverages,Water,HydraSip,HydraSip Sparkling Aqua,Friday,March,Spring,0,0,4,3,519.7142857142857,301.0,487.0,1,0,0.0,-16.090824699999985,-15.267868300000004,55.7591565,156.75792158251386,294007.4226450678
45,2024-08-01,46,307.4625244,276.5414248,278.1854385,1261518.738,0,522,Frozen,Ice Cream,FrostyDelight,FrostyDelight Cold Scoop,Friday,March,Spring,0,0,4,3,705.8571428571429,536.0,554.0,1,0,0.0,6.614664399999981,11.49668079999998,30.92109959999999,292.77192437952,1546294.7978071277
46,2024-08-01,47,192.6630779,144.4630973,204.9272352,959076.8018,0,347,Beverages,Juices,RefreshFlow,RefreshFlow Bold Juice,Friday,March,Spring,0,0,4,3,291.0,213.0,322.0,0,1,0.0,22.106498000000016,-6.768358000000006,48.1999806,193.72199980700728,674657.6909957025
47,2024-08-01,48,299.716591,230.6465053,291.6699248,1494087.206,0,321,Meat,Fish,SavorSelect,SavorSelect Premium Portions,Friday,March,Spring,0,0,4,3,408.2857142857143,551.0,317.0,1,0,0.0,-57.24824189999998,-19.13939600000004,69.07008569999999,312.3331124304028,1133462.0816407306
48,2024-08-01,49,347.5308401,163.4690815,331.9840398,71591.35305,0,801,Snacks,Nuts,NibbleNest,NibbleNest Fiery Blend,Friday,March,Spring,0,0,4,3,987.4285714285714,1122.0,785.0,1,0,0.0,-35.73842530000002,6.723499299999958,184.0617586,355.1734779327597,60395.98559098803
49,2024-08-01,50,349.6852658,193.7126524,359.8574593,1088570.232,0,212,Cereals,Oatmeal,SunriseBites,SunriseBites Protein-Rich Instant,Friday,March,Spring,0,0,4,3,204.57142857142856,194.0,230.0,0,1,0.0,-3.2352981999999884,5.599108300000012,155.97261340000003,341.4891904880671,1330775.4236198424
50,2024-08-01,51,185.8013072,121.666276,198.8247034,461530.4472,0,948,Dairy,Yogurt,LushMilk,LushMilk Premium Pouch,Friday,March,Spring,0,0,4,3,1104.7142857142858,1122.0,669.0,0,1,0.0,5.326639599999993,-2.155783900000017,64.1350312,189.16135920078304,368565.8306451045
51,2024-08-01,52,91.33271921,43.40580201,83.73262135,82382.11273,0,551,Cereals,Oatmeal,DayStart,DayStart Protein-Rich Instant,Friday,March,Spring,0,0,4,3,677.8571428571429,850.0,890.0,1,0,0.0,-11.88094511,-1.0814341400000131,47.92691719999999,87.1845456653199,109543.45335002444
52,2024-08-01,53,210.3348142,101.8256682,222.3554969,355886.5056,0,613,Dairy,Cheese,CreamyPath,CreamyPath Premium Block,Friday,March,Spring,0,0,4,3,556.4285714285714,641.0,414.0,0,1,0.0,-9.36775320000001,-7.815833599999991,108.50914600000002,213.25969991842305,289323.44858116604
53,2024-08-01,54,78.99054256,34.76696827,80.193971,192183.99,0,533,Personal Care,Toothpaste,FreshAura,FreshAura Nourishing Gel,Friday,March,Spring,0,0,4,3,459.57142857142856,499.0,338.0,0,1,0.0,-5.643372639999996,0.9439679599999948,44.22357429,81.46177055483831,165065.392372465
54,2024-08-01,55,441.0345431,226.7966166,448.6703913,641264.2257,0,613,Bakery,Bread,BakeHouse,BakeHouse Fresh Rolls,Friday,March,Spring,0,0,4,3,600.7142857142857,678.0,378.0,0,1,0.0,0.1992278999999825,-5.828192999999999,214.2379265,430.20032032863446,850351.6809399314
55,2024-08-01,56,178.0597076,144.7913845,191.7311929,83688.06256,0,498,Personal Care,Soap,EssencePure,EssencePure Nourishing Gel,Friday,March,Spring,0,0,4,3,381.7142857142857,303.0,468.0,0,1,0.0,28.917479499999985,1.956083000000007,33.2683231,180.7334694165804,69610.83839332702
56,2024-08-01,57,86.71483879,44.21663535,90.84135812,159381.8737,0,509,Frozen,Frozen Pizza,FrostyDelight,FrostyDelight Frosty Pie,Friday,March,Spring,0,0,4,3,485.2857142857143,453.0,491.0,0,1,0.0,-3.839885039999999,-1.6974419900000015,42.498203440000005,85.82998007835371,223051.3404506672
57,2024-08-01,58,22.17538552,15.24777143,21.32079466,46612.66036,0,617,Cleaning,Detergents,SparkleClean,SparkleClean Intense Packets,Friday,March,Spring,0,0,4,3,838.8571428571429,988.0,942.0,1,0,0.0,-2.79341011,-0.8710384200000014,6.927614089999999,23.54669144751533,33140.04884414957
58,2024-08-01,59,334.0923602,246.5853266,333.6601059,649475.5483,0,511,Meat,Beef,PrimeCut,PrimeCut Premium Ground,Friday,March,Spring,0,0,4,3,663.4285714285714,499.0,525.0,1,0,0.0,48.59617080000004,19.85574599999996,87.50703359999997,347.92213680465034,559750.7121486634
59,2024-08-01,60,335.8277023,292.6220386,348.17388,433217.736,0,119,Cereals,Corn Flakes,DayStart,DayStart Protein-Rich Crunch,Friday,March,Spring,0,0,4,3,121.57142857142856,118.0,135.0,0,1,0.0,35.00006000000002,27.721208100000013,43.2056637,331.9334457403763,479351.8278338388
60,2024-08-01,61,172.9138786,143.9898412,180.5573105,684911.8733,0,1271,Cleaning,Wipes,GermBuster,GermBuster Strong Sponge,Friday,March,Spring,0,0,4,3,1194.857142857143,828.0,767.0,0,1,0.0,13.616124500000012,2.269075500000014,28.924037400000003,172.4932318265969,917443.6722620834
61,2024-08-01,62,43.67880755,36.47962327,45.14023284,46474.25123,0,332,Personal Care,Soap,GlowMist,GlowMist Hydrating Bar,Friday,March,Spring,0,0,4,3,261.1428571428572,344.0,353.0,0,1,0.0,-1.3234754399999955,-0.5575526900000014,7.199184280000004,43.3791743956587,55022.67688742975
62,2024-08-01,63,202.4889988,156.6427348,205.6594369,166243.468,0,729,Bakery,Pastries,SweetCrust,SweetCrust Delicate Pastry,Friday,March,Spring,0,0,4,3,616.0,423.0,784.0,0,1,0.0,9.046151199999995,-14.23039300000002,45.84626399999999,196.58416554479712,199083.41570452045
63,2024-08-01,64,164.1832344,73.36424733,176.1763613,286171.3775,0,189,Bakery,Cakes,SweetCrust,SweetCrust Delicate Pound,Friday,March,Spring,0,0,4,3,160.42857142857142,192.0,113.0,0,1,0.0,2.825970899999988,1.2698230999999964,90.81898707,168.91546101154572,209698.0453645394
64,2024-08-01,65,336.4596184,286.7617619,303.0519467,257728.0677,0,200,Beverages,Water,QuenchWell,QuenchWell Crisp Filtered,Friday,March,Spring,0,0,4,3,275.57142857142856,341.0,176.0,1,0,0.0,-83.58317310000001,-21.711842699999977,49.6978565,328.69443407818585,313307.22333880793
65,2024-08-01,66,291.6598131,151.6170203,277.8252633,1124931.899,0,840,Cereals,Oatmeal,SunriseBites,SunriseBites Sweet Porridge,Friday,March,Spring,0,0,4,3,1000.8571428571428,754.0,1390.0,1,0,0.0,-1.0846950999999765,-6.649659699999972,140.0427928,290.6134558606266,1583885.6599816063
66,2024-08-01,67,187.500057,95.33146654,169.7724422,127125.0386,0,530,Personal Care,Shampoo,GlowMist,GlowMist Revitalizing Revitalizer,Friday,March,Spring,0,0,4,3,797.0,912.0,632.0,1,0,0.0,-17.928165799999988,5.488153399999987,92.16859046,181.45294810353727,182830.0790415319
67,2024-08-01,68,115.4277013,50.53117962,117.2980285,156404.5353,0,92,Cleaning,Disinfectants,ShineGuard,ShineGuard Mega Foam,Friday,March,Spring,0,0,4,3,100.42857142857144,91.0,63.0,0,1,0.0,-11.4981959,-6.382628600000004,64.89652167999999,112.97559998009464,177476.0171510396
68,2024-08-01,69,498.7558265,291.3788302,506.7663002,154614.3062,0,230,Beverages,Soft Drinks,HydraSip,HydraSip Bold Energy Drink,Friday,March,Spring,0,0,4,3,217.0,238.0,221.0,0,1,0.0,-21.19360350000005,-19.01611130000004,207.37699630000003,484.0269950476574,171855.79607699488
69,2024-08-01,70,237.2407465,119.2693346,229.7605784,1185492.01,0,496,Meat,Beef,PrimeCut,PrimeCut Premium Roast,Friday,March,Spring,0,0,4,3,753.1428571428571,819.0,540.0,1,0,0.0,-17.2142159,7.337129699999991,117.9714119,241.95617578354336,1069164.187637336
70,2024-08-01,71,332.8960346,210.1895999,307.1444754,848551.9921,0,403,Dairy,Milk,DairyPeak,DairyPeak Premium Cream,Friday,March,Spring,0,0,4,3,582.1428571428571,556.0,358.0,1,0,0.0,-55.70411510000002,-26.640440599999977,122.70643470000002,329.40220038667337,962054.5386428464
71,2024-08-01,72,76.84931044,38.56015989,76.04826682,298329.0231,0,127,Dairy,Cheese,LushMilk,LushMilk Premium Slice,Friday,March,Spring,0,0,4,3,181.7142857142857,129.0,183.0,1,0,0.0,-0.2985065300000116,-1.1892002700000006,38.28915055,77.29520510664541,253391.4495198312
72,2024-08-01,73,252.3504103,185.056844,236.2292419,152419.6478,0,99,Meat,Beef,PrimeCut,PrimeCut Premium Roast,Friday,March,Spring,0,0,4,3,124.42857142857144,84.0,86.0,1,0,0.0,-3.212348200000008,-4.1679168999999945,67.29356629999998,244.7027974186869,185824.13545192333
73,2024-08-01,74,23.52964397,9.327598305,21.79193337,51788.74638,0,180,Snacks,Nuts,CrunchTime,CrunchTime Zesty Mix,Friday,March,Spring,0,0,4,3,266.85714285714283,185.0,179.0,1,0,0.0,-1.167086170000001,-0.7128536000000025,14.202045664999998,23.50987211536588,76161.91931058744
74,2024-08-01,75,254.2954821,130.734377,250.7684607,776364.1068,0,445,Beverages,Soft Drinks,QuenchWell,QuenchWell Crisp Soda,Friday,March,Spring,0,0,4,3,620.0,704.0,722.0,1,0,0.0,-26.604471400000023,-9.190743500000025,123.5611051,259.77258823828885,732442.892572623
75,2024-08-01,76,504.3402576,188.519709,534.1011538,654129.3141,0,1350,Snacks,Cookies,SnackSphere,SnackSphere Tangy Snack,Friday,March,Spring,0,0,4,3,1181.428571428571,734.0,1173.0,0,1,0.0,76.3609586,28.642262099999986,315.82054859999994,500.5472445679882,747851.0585829521
76,2024-08-01,77,204.3880374,121.4000884,195.7888579,502998.9601,0,155,Dairy,Milk,CreamyPath,CreamyPath Premium Flavored,Friday,March,Spring,0,0,4,3,233.8571428571429,145.0,230.0,1,0,0.0,7.933307900000017,6.32780919999999,82.987949,203.9664467274064,601477.7462366511
77,2024-08-01,78,29.68351775,17.25618156,31.82150294,52806.97808,0,260,Bakery,Bread,BakeHouse,BakeHouse Homestyle Loaf,Friday,March,Spring,0,0,4,3,223.57142857142856,148.0,264.0,0,1,0.0,2.3553383499999967,-0.0865046000000013,12.427336189999998,30.426073498172983,40080.12336302919
78,2024-08-01,79,25.36514291,18.82268129,24.38196246,32594.20864,0,242,Bakery,Bread,BakeHouse,BakeHouse Crusty Ciabatta,Friday,March,Spring,0,0,4,3,408.7142857142857,288.0,263.0,1,0,0.0,-0.0837902600000006,-0.3231272900000022,6.542461620000001,25.31020568036679,45303.23555724362
79,2024-08-01,80,207.3081015,101.8416566,210.52348,985957.3305,0,335,Snacks,Cookies,NibbleNest,NibbleNest Sweet Biscuit,Friday,March,Spring,0,0,4,3,293.2857142857143,226.0,398.0,0,1,0.0,33.79828520000001,12.646996900000005,105.4664449,198.9683187723392,1301434.4949978157
80,2024-08-01,81,85.94255244,65.98373628,79.8744091,295900.208,0,45,Cereals,Oatmeal,DayStart,DayStart Nutty Flakes,Friday,March,Spring,0,0,4,3,63.285714285714285,68.0,69.0,1,0,0.0,-9.406494980000003,-0.9863825300000002,19.95881616,85.17483508147818,413162.1761166491
81,2024-08-01,82,21.25731269,17.38064006,21.84811467,40027.5198,0,1186,Cereals,Granola,SunriseBites,SunriseBites Honeyed Bites,Friday,March,Spring,0,0,4,3,1131.571428571429,1175.0,1158.0,0,1,0.0,0.5825218200000002,0.2675395300000005,3.876672629999998,22.29509682752143,33627.18624622995
82,2024-08-01,83,395.4750709,168.5204644,369.504186,654906.7174,0,159,Dairy,Milk,DairyPeak,DairyPeak Premium Drink,Friday,March,Spring,0,0,4,3,234.7142857142857,143.0,277.0,1,0,0.0,21.808822099999983,24.34645119999999,226.9546065,385.02746310534985,794851.2204104915
83,2024-08-01,84,224.350283,137.0585532,209.2990859,153006.893,0,545,Dairy,Cheese,LushMilk,LushMilk Premium Curd,Friday,March,Spring,0,0,4,3,825.0,622.0,625.0,1,0,0.0,-7.374140000000011,-4.820316500000018,87.29172979999998,217.6757660804307,228398.17004739112
84,2024-08-01,85,153.1101107,59.91996537,139.4267766,301933.1383,0,564,Bakery,Bread,SweetCrust,SweetCrust Homestyle Pita,Friday,March,Spring,0,0,4,3,764.7142857142857,576.0,922.0,1,0,0.0,-0.7282893000000001,8.407768200000021,93.19014533,151.3894411454445,376189.988227202
85,2024-08-01,86,435.4714865,273.5138112,477.7176282,1339510.293,0,981,Frozen,Frozen Pizza,FrostyDelight,FrostyDelight Frosty Flatbread,Friday,March,Spring,0,0,4,3,1006.7142857142856,904.0,956.0,0,1,0.0,43.236474199999975,4.037142200000005,161.9576753,453.7382600833094,1193105.0892362238
86,2024-08-01,87,66.8116722,48.12017229,66.01770804,72357.04099,0,809,Cleaning,Wipes,GermBuster,GermBuster Intense Pad,Friday,March,Spring,0,0,4,3,1171.857142857143,1186.0,799.0,1,0,0.0,-3.594556600000004,2.587171269999999,18.691499910000005,71.40667054050057,59610.492136165325
87,2024-08-01,88,476.7824088,169.2473856,465.8631362,656052.5945,0,351,Beverages,Water,QuenchWell,QuenchWell Bold Filtered,Friday,March,Spring,0,0,4,3,490.57142857142856,625.0,392.0,1,0,0.0,-13.655053400000044,19.85715590000001,307.5350232,488.8276167587297,618355.0985699213
